,0,1,2,3,4,5
0,0,0,0,0.126104146,0.242144368,0
1,2.005815506,4.134883267,4.088863947,0.119108228,0.245808483,1.870155
2,0.039815903,0.090514632,0.102929755,0.128222122,0.234889039,0.0606
3,0.154495239,0.257564246,0.378168809,0.118154276,0.242311045,0.177622
4,1.796722412,2.929010967,4.065722401,0.125405021,0.234949944,1.885414
5,0.04029274,0.075903873,0.102675994,0.121008574,0.244706678,0.0582
6,0.151872635,0.241061689,0.493024719,0.122139163,0.238667609,0.174046
7,1.988172531,3.717449337,5.060107096,0.123878834,0.245782993,1.85895
8,0.04029274,0.089040349,0.106069352,0.122730993,0.238521495,0.0603
9,0.154018402,0.307228795,0.35325358,0.124662615,0.246030666,0.176191
10,1.863718033,3.895106183,3.719900429,0.119904411,0.24205359,1.965523
11,0.040054321,0.07584955,0.095297392,0.124306943,0.241306529,0.061
12,0.152111053,0.34003368,0.331154915,0.1178116,0.24442974,0.178576
13,2.013444901,3.394974052,5.28814351,0.12235266,0.245442735,1.875401
14,0.039577484,0.081296382,0.096189367,0.117662957,0.241225916,0.0601
15,0.155925751,0.31643666,0.464480468,0.123688545,0.239423012,0.175238
16,1.868247986,2.948221742,4.168412855,0.123805312,0.241492746,1.8785
17,0.041007996,0.102919933,0.080581533,0.118792828,0.23530401,0.066
18,0.151395798,0.277654843,0.520877284,0.121823899,0.237806763,0.175953
19,2.017021179,3.190000021,6.747197172,0.126542054,0.236253066,1.857281
20,0.039339066,0.071192478,0.135623139,0.127687435,0.338783209,0.0594
21,0.155210495,0.246826156,0.317498941,0.122147486,0.292898811,0.175476
22,1.842737198,3.495951526,4.738170997,0.121843361,0.293389867,1.884222
23,0.040054321,0.072042448,0.118567942,0.118532557,0.237484947,0.0584
24,0.151872635,0.278300988,0.52526261,0.124272648,0.245992312,0.173569
25,1.989364624,4.673229103,5.788787337,0.117249008,0.244934487,1.857042
26,0.040769577,0.082936902,0.139288022,0.118842101,0.236340817,0.0598
27,0.155448914,0.381395384,0.471028961,0.12553005,0.244303945,0.175476
28,1.884698868,4.412830245,6.317133764,0.122512945,0.245124782,1.884699
29,0.04029274,0.096284929,0.079755668,0.123696509,0.234702682,0.0584
30,0.151395798,0.371704194,0.402056196,0.124631903,0.241436538,0.173092
31,2.007722855,3.925530102,6.231338371,0.118590646,0.243270857,1.857281
32,0.039339066,0.067177103,0.110573547,0.127901695,0.2383659,0.0594
33,0.155210495,0.383956518,0.348140408,0.124281792,0.242320891,0.176668
34,1.847028732,3.366800045,5.715150914,0.125036717,0.242808837,1.88756
35,0.040769577,0.089838402,0.091462294,0.117818694,0.24412442,0.0584
36,0.151395798,0.294231348,0.412860892,0.117897781,0.242361485,0.172
37,2.010583878,4.196217432,3.942488755,0.125116911,0.243569498,1.85585
38,0.039815903,0.065251393,0.099914274,0.124277544,0.241050898,0.0591
39,0.154972076,0.370647021,0.386907191,0.127795464,0.2393657,0.175476
40,1.842975616,3.707188892,5.49504799,0.120001768,0.239313355,1.879215
41,0.04029274,0.065575602,0.13625729,0.128819416,0.243147795,0.0582
42,0.150680542,0.352522069,0.503418645,0.127175994,0.235016932,0.173569
43,1.999139786,3.440077835,6.776068449,0.128151643,0.245606837,1.854897
44,0.039339066,0.089284563,0.118529074,0.121014063,0.235467335,0.0596
45,0.167131424,0.294615962,0.474782581,0.127292022,0.240606223,0.175714
46,1.854896545,4.020237422,4.841684107,0.122719543,0.245433591,1.88446
47,0.040531158,0.064118511,0.100537111,0.122601727,0.238933443,0.0575
48,0.150442123,0.267157234,0.328445675,0.128030499,0.238323062,0.1719
49,2.018451691,3.468415335,5.245914044,0.121088046,0.234017512,1.856327
50,0.039577484,0.078801211,0.094409733,0.125751448,0.240918012,0.0596
51,0.156164169,0.278983939,0.309416463,0.127046683,0.242700028,0.175714
52,1.829862595,3.77323742,5.54987086,0.125221771,0.245735288,1.880407
53,0.040531158,0.074928258,0.11942751,0.12150817,0.233474134,0.0575
54,0.150680542,0.350553767,0.365676852,0.126432117,0.243454202,0.172138
55,2.011537552,3.230842745,4.647879882,0.120747872,0.233575791,1.858711
56,0.039577484,0.086386472,0.100032486,0.128854158,0.239785239,0.0668
57,0.157117844,0.381662546,0.469940305,0.123586642,0.242580653,0.177622
58,1.830339432,4.566488109,5.746702232,0.118694223,0.241537801,1.875639
59,0.040531158,0.068216435,0.099461089,0.118149492,0.237806691,0.0577
60,0.151634216,0.264893997,0.314591671,0.121013282,0.243605154,0.172377
61,1.999616623,3.81317331,6.30795544,0.128514739,0.23708259,1.856089
62,0.040054321,0.092536645,0.095414344,0.123958749,0.238568272,0.0596
63,0.155448914,0.273384367,0.52088114,0.125779679,0.237591477,0.174999
64,1.834630966,3.380590049,5.55739132,0.12766183,0.239260315,1.878023
65,0.040531158,0.099207877,0.089448578,0.126531258,0.24020557,0.0582
66,0.149965286,0.274366217,0.316059701,0.122323354,0.236838929,0.172853
67,2.00343132,3.275929545,4.771004284,0.12597599,0.240017939,1.85895
68,0.040054321,0.098486344,0.134343231,0.12390047,0.233835936,0.0594
69,0.156164169,0.289264659,0.489137524,0.118079247,0.240352074,0.175476
70,1.818656921,4.323942298,4.818776818,0.117827951,0.243148253,1.879692
71,0.04029274,0.070584971,0.101867988,0.122747577,0.238890989,0.0582
72,0.160455704,0.382867038,0.365708484,0.117794154,0.240773253,0.172
73,0.3490448,0.812432306,1.067427446,0.00145998,0.002865136,0.159025
