,0,1,2,3,4
0,0.07893180847167969,0.0,0.015406114302485844,0.12500333786010742,0.12500333786010742
1,0.07893753051757812,0.0,0.010024562175020811,0.12487530708312988,0.12487530708312988
2,0.07892513275146484,0.0,0.02327494657164836,0.12572479248046875,0.12572479248046875
3,0.07894229888916016,0.0,0.013741894381290526,0.12426042556762695,0.12426042556762695
4,0.0789480209350586,0.0,0.0180420481330279,0.12276864051818848,0.12276864051818848
5,0.07895326614379883,0.0,0.011684427579598682,0.1209583282470703,0.12095832824707031
6,0.07895827293395996,0.0,0.020099202892265123,0.11967372894287111,0.1196737289428711
7,0.0789635181427002,0.0,0.020329288245681882,0.11813926696777345,0.11813926696777344
8,0.07896900177001953,0.0,0.023764279589379537,0.11650276184082031,0.11650276184082031
9,0.07897424697875977,0.0,0.025887710889338236,0.11509370803833006,0.11509370803833008
10,0.0789794921875,0.0,0.010375249111674,0.11355161666870117,0.11355161666870117
11,0.07898426055908203,0.0,0.014788151753203315,0.11196517944335936,0.11196517944335938
12,0.07898950576782227,0.0,0.014580006654069718,0.11052727699279785,0.11052727699279785
13,0.0789945125579834,0.0,0.014623099477354566,0.1089773178100586,0.1089773178100586
14,0.07899928092956543,0.0,0.010361149109002779,0.10743188858032225,0.10743188858032227
15,0.07900452613830566,0.0,0.021885539114264725,0.10586714744567871,0.10586714744567871
16,0.0790097713470459,0.0,0.012363358991250857,0.10403800010681152,0.10403800010681152
17,0.07901453971862793,0.0,0.024582116517913484,0.10230112075805664,0.10230112075805664
18,0.07901954650878906,0.0,0.010374390382252373,0.10075068473815918,0.10075068473815918
19,0.0790250301361084,0.0,0.012364437638364305,0.09897780418395996,0.09897780418395996
20,0.07903027534484863,0.0,0.02379041190461182,0.09723019599914551,0.09723019599914551
21,0.07903552055358887,0.0,0.015265190695542892,0.09589314460754395,0.09589314460754395
22,0.0790407657623291,0.0,0.02040643206620648,0.09424138069152832,0.09424138069152832
23,0.07904577255249023,0.0,0.025927281378701254,0.09264469146728516,0.09264469146728516
24,0.07905101776123047,0.0,0.013756493073436085,0.09092450141906737,0.09092450141906738
25,0.0790560245513916,0.0,0.0204886533283577,0.08932805061340332,0.08932805061340332
26,0.07906079292297363,0.0,0.015279552687825694,0.08775162696838379,0.08775162696838379
27,0.07906579971313477,0.0,0.02438723816349112,0.08604001998901367,0.08604001998901367
28,0.0790708065032959,0.0,0.023122391741918075,0.08438467979431152,0.08438467979431152
29,0.07907557487487793,0.0,0.022627943844526856,0.08282637596130371,0.08282637596130371
30,0.07908058166503906,0.0,0.022486024309194868,0.08135175704956053,0.08135175704956055
31,0.0790853500366211,0.0,0.02066347467145572,0.0797877311706543,0.0797877311706543
32,0.07909059524536133,0.0,0.02374848531038232,0.0780949592590332,0.0780949592590332
33,0.07909536361694336,0.0,0.02477738118303089,0.07652592658996582,0.07652592658996582
34,0.0791006088256836,0.0,0.021215585229075115,0.07490706443786622,0.07490706443786621
35,0.07910490036010742,0.0,0.009434573340960019,0.0733332633972168,0.0733332633972168
36,0.07910990715026855,0.0,0.01828385288745231,0.0715458393096924,0.07154583930969238
37,0.07911539077758789,0.0,0.021799616125424498,0.07000207901000977,0.07000207901000977
38,0.07912063598632812,0.0,0.01926770613276265,0.0685262680053711,0.0685262680053711
39,0.07912588119506836,0.0,0.024788007295036656,0.06681489944458008,0.06681489944458008
40,0.0791311264038086,0.0,0.01260722302796654,0.06503653526306152,0.06503653526306152
41,0.07913637161254883,0.0,0.012228735752134592,0.06354784965515137,0.06354784965515137
42,0.07914090156555176,0.0,0.01647697637016423,0.06181859970092774,0.061818599700927734
43,0.07914590835571289,0.0,0.024478896817255236,0.06031298637390137,0.06031298637390137
44,0.07915067672729492,0.0,0.012849669681877653,0.05857372283935546,0.05857372283935547
45,0.07915544509887695,0.0,0.012802470677670489,0.057054996490478516,0.057054996490478516
46,0.07916045188903809,0.0,0.017661068927291034,0.05531072616577147,0.055310726165771484
47,0.07916498184204102,0.0,0.025499406728798656,0.05370664596557618,0.05370664596557617
48,0.07917022705078125,0.0,0.016485135463439344,0.05223512649536134,0.05223512649536133
49,0.07917499542236328,0.0,0.009330562261273654,0.04976677894592285,0.04976677894592285
50,0.07917952537536621,0.0,0.01974619634799305,0.04883980751037597,0.04883980751037598
51,0.07918453216552734,0.0,0.021454683905688502,0.047293663024902344,0.047293663024902344
52,0.07918953895568848,0.0,0.015533365731723573,0.04560399055480956,0.04560399055480957
53,0.07919454574584961,0.0,0.009888544598923023,0.0440061092376709,0.0440061092376709
54,0.07919955253601074,0.0,0.021242031004574502,0.042401790618896484,0.042401790618896484
55,0.07920479774475098,0.0,0.025046362650469292,0.040815353393554674,0.04081535339355469
56,0.07921004295349121,0.0,0.016687613399594563,0.0393362045288086,0.039336204528808594
57,0.07921552658081055,0.0,0.01936537682227736,0.037576198577880845,0.03757619857788086
58,0.07922053337097168,0.0,0.02548418013697546,0.0361185073852539,0.036118507385253906
59,0.07922554016113281,0.0,0.012641139961321608,0.03429222106933593,0.03429222106933594
60,0.07923030853271484,0.0,0.016561793475468135,0.032515287399291985,0.03251528739929199
61,0.005491018295288086,0.0,0.01840305004659753,0.1240684986114502,0.1240684986114502
62,0.00549769401550293,0.0,0.02104533831873799,0.0897376537322998,0.0897376537322998
63,0.0055043697357177734,0.0,0.025130295059498306,0.08815574645996094,0.08815574645996094
64,0.005560874938964844,0.0,0.022360292886776663,0.08797860145568848,0.08797860145568848
65,0.00556635856628418,0.0,0.02086996054364796,0.08662700653076172,0.08662700653076172
66,0.005808115005493164,0.0,0.014754929403125595,0.08563947677612305,0.08563947677612305
67,0.005792140960693359,0.0,0.02388535022999383,0.08436465263366699,0.08436465263366699
68,0.005694150924682617,0.0,0.014817523498266046,0.08461785316467285,0.08461785316467285
69,0.005611419677734375,0.0,0.025485325520785883,0.08340859413146973,0.08340859413146973
70,0.005544185638427734,0.0,0.022901057112009404,0.08328533172607422,0.08328533172607422
71,0.005726814270019531,0.0,0.014994756556214791,0.08265519142150879,0.08265519142150879
72,0.00554966926574707,0.0,0.013062343846776528,0.08150005340576172,0.08150005340576172
73,0.0058193206787109375,0.0,0.012061432965938859,0.0808110237121582,0.0808110237121582
74,0.005510568618774414,0.0,0.009920416962205301,0.07987499237060547,0.07987499237060547
75,0.005555391311645508,0.0,0.0171328848356604,0.07966375350952148,0.07966375350952148
76,0.00551605224609375,0.0,0.01616473268404884,0.07924032211303711,0.07924032211303711
77,0.0055217742919921875,0.0,0.02525367857957718,0.07819628715515137,0.07819628715515137
78,0.005527496337890625,0.0,0.017457308919324257,0.07704353332519531,0.07704353332519531
79,0.0055332183837890625,0.0,0.018358080869501324,0.0762777328491211,0.0762777328491211
80,0.005721092224121094,0.0,0.017834478646622742,0.07585501670837402,0.07585501670837402
81,0.005732536315917969,0.0,0.011187152853339226,0.07546329498291016,0.07546329498291016
82,0.0055387020111083984,0.0,0.025595478688350798,0.07496285438537598,0.07496285438537598
83,0.005644321441650391,0.0,0.015534396212087912,0.0728757381439209,0.0728757381439209
84,0.0056056976318359375,0.0,0.022751665353112557,0.07209134101867676,0.07209134101867676
85,0.00584101676940918,0.0,0.010143467274717934,0.0713491439819336,0.0713491439819336
86,0.005737781524658203,0.0,0.021409895684536884,0.07094001770019531,0.07094001770019531
87,0.005835533142089844,0.0,0.01333879901693513,0.07056498527526855,0.07056498527526855
88,0.005583524703979492,0.0,0.022116243447485587,0.06992363929748535,0.06992363929748535
89,0.005577564239501953,0.0,0.016399622912748997,0.06913375854492188,0.06913375854492188
90,0.00563359260559082,0.0,0.010700359822120177,0.06777071952819824,0.06777071952819824
91,0.005589008331298828,0.0,0.019952784704125363,0.06746935844421387,0.06746935844421387
