,0
0,0.12953887748718262
1,0.12751756477355958
2,0.11662173271179199
3,0.12199245262145997
4,0.1109933853149414
5,0.11639867591857911
6,0.10545182228088379
7,0.10266685485839844
8,0.09967994689941406
9,0.09690546989440918
10,0.0939333438873291
11,0.09913430976867676
12,0.09638558197021485
13,0.0935846405029297
14,0.08257722854614258
15,0.07984280586242676
16,0.0769500732421875
17,0.07427406311035156
18,0.07139301300048828
19,0.0764337615966797
20,0.07395563888549805
21,0.07108984756469727
22,0.06012845039367676
23,0.06550036239624024
24,0.06273399162292481
25,0.059903486251831055
26,0.04894423484802246
27,0.04617476463317871
28,0.043396711349487305
29,0.040522098541259766
30,0.04595361518859863
31,0.04315148162841797
32,0.03223586082458496
33,0.12668180465698242
34,0.12446284294128418
35,0.12210488319396973
36,0.1273835735321045
37,0.12457309532165528
38,0.12161050605773926
39,0.11852298545837403
40,0.10785579681396484
41,0.11332093048095704
42,0.10236263275146484
43,0.10764823722839356
44,0.0937509536743164
45,0.09212207794189453
46,0.09757314491271973
47,0.09493337440490723
48,0.08414435386657715
49,0.08968888092041016
50,0.07898330688476562
51,0.07638001441955566
52,0.0817895965576172
53,0.07112550735473633
54,0.07653055953979493
55,0.07384882736206055
56,0.06317400932312012
57,0.06861863899230958
58,0.06580792236328126
59,0.06327544021606446
60,0.060597761154174805
61,0.05792794990539551
62,0.047243356704711914
63,0.052615983963012695
64,0.0415802001953125
65,0.03931236267089844
66,0.03641319274902344
67,0.041855199813842774
68,0.03930769729614258
69,0.12837801742553712
70,0.12543879318237305
71,0.12288747596740723
72,0.11221528053283691
73,0.1176329689025879
74,0.10657191276550293
75,0.11209259796142579
76,0.1013481616973877
77,0.10683284568786622
78,0.1041742401123047
79,0.10113106536865235
80,0.09521518516540528
81,0.09440217781066895
82,0.08360624313354492
83,0.08907423782348634
84,0.08643565940856934
85,0.07566690444946289
86,0.07303595542907715
87,0.0703423023223877
88,0.07586632537841798
89,0.07319722938537598
90,0.0706201629638672
91,0.05982661247253418
92,0.05713200569152832
93,0.05449700355529785
94,0.05183720588684082
95,0.05733047294616699
96,0.04652714729309082
97,0.05190549659729004
98,0.041230201721191406
99,0.03860783576965332
100,0.03580951690673828
101,0.04130802917480469
102,0.030445337295532227
103,0.12537550926208496
104,0.13097344207763673
105,0.12826500701904298
106,0.11743974685668945
107,0.12267337608337403
108,0.12007747459411622
109,0.1176019744873047
110,0.10673260688781738
111,0.1121700839996338
112,0.10087800025939941
113,0.10654245185852051
114,0.10110126304626466
115,0.09887705612182618
116,0.09617720413208009
117,0.09342799949645997
118,0.08263301849365234
119,0.08806882667541505
120,0.0854228572845459
121,0.07458710670471191
122,0.08001862335205079
123,0.0691983699798584
124,0.06656455993652344
125,0.06384873390197754
126,0.06119656562805176
127,0.06652174758911134
128,0.06385312843322755
129,0.06114517021179199
130,0.050354957580566406
131,0.04766368865966797
132,0.04494667053222656
133,0.042197227478027344
134,0.03934597969055176
135,0.0368342399597168
136,0.04209767150878906
137,0.0394481258392334
138,0.02870917320251465
139,0.13228464126586914
140,0.12917399406433105
141,0.13224397468566895
142,0.12965069580078126
143,0.11896371841430664
144,0.1244844036102295
145,0.12186561393737794
146,0.11920843887329102
147,0.11251436042785645
148,0.11164365577697755
149,0.10912690925598145
150,0.10651765632629395
151,0.10388146209716798
152,0.10122118759155274
153,0.09856377410888673
154,0.08782434463500977
155,0.0932947235107422
156,0.0906406478881836
157,0.07982563972473145
158,0.08529840278625489
159,0.07452559471130371
160,0.07997785377502442
161,0.06917905807495117
162,0.07464037704467774
163,0.0719646053314209
164,0.0692931251525879
165,0.06666122245788575
166,0.06396923828125001
167,0.053170204162597656
168,0.0584152774810791
169,0.04758167266845703
170,0.05298481750488281
171,0.05044065284729004
172,0.03958559036254883
173,0.036902427673339844
174,0.03428196907043457
175,0.03970943260192871
176,0.11957049369812012
177,0.11705255508422852
178,0.12268696594238282
179,0.1199227409362793
180,0.11729965972900391
181,0.1062924861907959
182,0.10382318496704102
183,0.10084748268127441
184,0.09809398651123047
185,0.10338865089416505
186,0.0923149585723877
187,0.08594179153442383
188,0.08543992042541504
189,0.09086380767822266
190,0.08014631271362305
191,0.08562718200683594
192,0.07488250732421875
193,0.07218217849731445
194,0.07758031654357911
195,0.07488213348388673
196,0.0722688274383545
197,0.06955920028686524
198,0.05885815620422363
199,0.05618166923522949
200,0.05354714393615723
201,0.05893860626220703
202,0.048211097717285156
203,0.053632123947143555
204,0.05090509223937988
205,0.04020333290100098
206,0.037514448165893555
207,0.03466296195983887
208,0.0402113037109375
209,0.02939295768737793
210,0.12244272232055664
211,0.12774740028381348
212,0.12525521087646485
213,0.12242232131958009
214,0.1118462085723877
215,0.11663399505615235
216,0.11406956481933594
217,0.11169634628295899
218,0.10922084617614747
219,0.0972745418548584
220,0.09371256828308105
221,0.0910491943359375
222,0.08842992782592773
223,0.08579397201538086
224,0.09115801620483399
225,0.0885954933166504
226,0.07784605026245117
