,cloud_time,edge_time,tran_time,wait_time_1,wait_time_2
0,0.06994128227233887,0.0,0.006716621508467122,0.006063329587113933,0.012779951095581055
1,0.06994128227233887,0.0,0.007046358199267759,0.005454643158764467,0.012501001358032227
2,0.06994128227233887,0.0,0.006749591391940249,0.004021683174710142,0.01077127456665039
3,0.06994128227233887,0.0,0.007642459402740769,0.0025132183926693877,0.010155677795410156
4,0.06994128227233887,0.0,0.007457472247945988,0.0020227657128694416,0.00948023796081543
5,0.06994128227233887,0.0,0.0069583163034583895,0.00020854618433457928,0.007166862487792969
6,0.06994128227233887,0.0,0.004915058817758081,0.001321017537222388,0.006236076354980469
7,0.02173614501953125,0.0,0.004472427389998222,0.08085686681471368,0.08532929420471191
8,0.02173614501953125,0.0,0.007263759483360293,0.07653345693204498,0.08379721641540527
9,0.02173614501953125,0.0,0.008240334437649858,0.07407725627585111,0.08231759071350098
10,0.02173614501953125,0.0,0.005592979638341133,0.07595618799471551,0.08154916763305664
11,0.02173614501953125,0.0,0.003459207151991054,0.07543493118419059,0.07889413833618164
12,0.02173614501953125,0.0,0.007841042611794679,0.07138759699086646,0.07922863960266113
13,0.02173614501953125,0.0,0.008218531717894094,0.07015585411584614,0.07837438583374023
14,0.022028446197509766,0.0,0.008060595364099544,0.09510383906888385,0.1031644344329834
15,0.022028446197509766,0.0,0.0049701115993522685,0.09534688974342118,0.10031700134277344
16,0.022028446197509766,0.0,0.005900993000682372,0.09352742229777954,0.09942841529846191
17,0.022028446197509766,0.0,0.005563951805097638,0.09240105025483888,0.09796500205993652
18,0.022028446197509766,0.0,0.0062637221444673515,0.0906837094198637,0.09694743156433105
19,0.022028446197509766,0.0,0.0026964324469259415,0.09317906918576449,0.09587550163269043
20,0.022028446197509766,0.0,0.003160635452092284,0.0906642279817456,0.09382486343383789
21,0.02431797981262207,0.0,0.0030738584547261244,0.12994844989488324,0.13302230834960938
22,0.02431797981262207,0.0,0.006011781780943099,0.12614149084784107,0.13215327262878418
23,0.02431797981262207,0.0,0.004092301783086413,0.1273175817160591,0.1314098834991455
24,0.02431797981262207,0.0,0.007789472253943478,0.12106337198433777,0.12885284423828125
25,0.02431797981262207,0.0,0.0054546345989851305,0.11919584376405198,0.12465047836303711
26,0.02431797981262207,0.0,0.002683050835470187,0.11860119560923196,0.12128424644470215
27,0.02431797981262207,0.0,0.006853999663498048,0.11403947873005664,0.12089347839355469
28,0.011441469192504883,0.0,0.008251212194619627,0.14869950000935986,0.1569507122039795
29,0.011441469192504883,0.0,0.003810817391955301,0.15252405962220486,0.15633487701416016
30,0.011441469192504883,0.0,0.006782026560020938,0.1471083447626109,0.15389037132263184
31,0.011441469192504883,0.0,0.00488635956329336,0.14770892203765879,0.15259528160095215
32,0.011441469192504883,0.0,0.002625504567025114,0.14796968357384402,0.15059518814086914
33,0.011441469192504883,0.0,0.006756480555267511,0.14290553726699812,0.14966201782226562
34,0.011441469192504883,0.0,0.00821805677514891,0.13881205835241456,0.14703011512756348
35,0.02341294288635254,0.0,0.00658028181623831,0.1606419796125947,0.167222261428833
36,0.02341294288635254,0.0,0.004312119364033926,0.16052476418088796,0.16483688354492188
37,0.02341294288635254,0.0,0.0029448281779609,0.1614524115070977,0.1643972396850586
38,0.02341294288635254,0.0,0.006427845182450081,0.15718165951725696,0.16360950469970703
39,0.02341294288635254,0.0,0.007487658609375137,0.1557577809200438,0.16324543952941895
40,0.02341294288635254,0.0,0.007456183904159766,0.15511095476771525,0.162567138671875
41,0.02341294288635254,0.0,0.005128641658280796,0.15436480469181685,0.15949344635009766
42,0.024078845977783203,0.0,0.0027684823380155882,0.19231537424462603,0.1950838565826416
43,0.024078845977783203,0.0,0.0073240317433480515,0.18041772469586093,0.18774175643920898
44,0.024078845977783203,0.0,0.005354959751045623,0.1801211049309612,0.18547606468200684
45,0.024078845977783203,0.0,0.005376181940586223,0.17862383331820283,0.18400001525878906
46,0.024078845977783203,0.0,0.006664059115001272,0.17391059641783563,0.18057465553283691
47,0.024078845977783203,0.0,0.006076439482664773,0.17378367556860475,0.17986011505126953
48,0.024078845977783203,0.0,0.007024107749574765,0.15271967810857953,0.1597437858581543
49,0.02075362205505371,0.0,0.007765775688249156,0.18243264579002233,0.19019842147827148
50,0.02075362205505371,0.0,0.00620457519163571,0.18160775314698735,0.18781232833862305
51,0.02075362205505371,0.0,0.005747976027687022,0.18008333233718113,0.18583130836486816
52,0.02075362205505371,0.0,0.0062529645395625125,0.17333606858726855,0.17958903312683105
53,0.02075362205505371,0.0,0.002660250115633416,0.17383148725008923,0.17649173736572266
54,0.02075362205505371,0.0,0.006063758034852321,0.16782206426129026,0.17388582229614258
55,0.02075362205505371,0.0,0.004292820574413021,0.1681634439214366,0.1724562644958496
56,0.0181119441986084,0.0,0.0026713771340098093,0.19782505803139547,0.20049643516540527
57,0.0181119441986084,0.0,0.008299584709554242,0.18769550768241353,0.19599509239196777
58,0.0181119441986084,0.0,0.00318557469124754,0.19165390284781497,0.1948394775390625
59,0.0181119441986084,0.0,0.0028240745601049045,0.18880771941572516,0.19163179397583008
60,0.0181119441986084,0.0,0.008191559569557832,0.18166067813185818,0.18985223770141602
61,0.0181119441986084,0.0,0.006426983788551759,0.17721492676442677,0.18364191055297852
62,0.0181119441986084,0.0,0.0025618968841986363,0.17616334573054745,0.1787252426147461
63,0.0225675106048584,0.0,0.008059503606037965,0.20529413027457727,0.21335363388061523
64,0.0225675106048584,0.0,0.004111537120127504,0.2065381916548969,0.21064972877502441
