,cloud_time,edge_time,tran_time,wait_time_1,wait_time_2
0,0.044412851333618164,0.0,0.02422950173298519,0.021078911113658654,0.01912856101989746
1,0.01208806037902832,0.043,0.008040058679317345,0.023250540411019645,0.01490330696105957
2,0.018754243850708008,0.043,0.008766171456854082,0.08246388204638003,0.0771794319152832
3,0.044412851333618164,0.0,0.017146231070123457,0.02249284698686133,0.017040252685546875
4,0.018754243850708008,0.043,0.010698498150184806,0.05913235222766315,0.05304765701293945
5,0.018754243850708008,0.043,0.006352939680696919,0.07210201888241728,0.06348323822021484
6,0.018754243850708008,0.043,0.0064957445603310736,0.07104595113808707,0.0665740966796875
7,0.044412851333618164,0.0,0.032171500929357166,0.00934432316454542,0.006641387939453125
8,0.018754243850708008,0.043,0.007137555915853483,0.0687358678420045,0.06492114067077637
9,0.018754243850708008,0.043,0.015313645703782113,0.05946486219656599,0.06467986106872559
10,0.018754243850708008,0.043,0.006458716509470717,0.06475646076360898,0.06156349182128906
11,0.018754243850708008,0.043,0.0061214287380488685,0.04606460321135372,0.043375492095947266
12,0.035213470458984375,0.0,0.03066970890520551,0.08011399360130037,0.08456707000732422
13,0.035213470458984375,0.0,0.01634022349992833,0.09027819377351864,0.08425378799438477
14,0.018754243850708008,0.043,0.009221539344183283,0.05674384254199649,0.05237150192260742
15,0.018754243850708008,0.043,0.005658886670880065,0.058649461357713734,0.052341461181640625
16,0.018754243850708008,0.043,0.01298230077364134,0.05107355634984991,0.05034375190734863
17,0.018754243850708008,0.043,0.011959317973488507,0.04815204022003926,0.051146745681762695
18,0.018754243850708008,0.043,0.0054048604053013784,0.05628293682567081,0.050821542739868164
19,0.035213470458984375,0.0,0.01983559324228035,0.1109385364399681,0.0812981128692627
20,0.006875038146972656,0.043,0.00813016419004605,0.11110465379241799,0.1114349365234375
21,0.018754243850708008,0.043,0.006410065187691598,0.053528151270378764,0.044362783432006836
22,0.035213470458984375,0.0,0.02413372439422174,0.07697108448254,0.07092571258544922
23,0.035213470458984375,0.0,0.023367362533713514,0.07710039764545151,0.0727384090423584
24,0.035213470458984375,0.0,0.021922841341014118,0.0786827290390096,0.07298636436462402
25,0.035213470458984375,0.0,0.01760019226585697,0.10386749555530606,0.07256722450256348
26,0.035213470458984375,0.0,0.0488856919805508,0.0721054543081119,0.07215166091918945
27,0.035213470458984375,0.0,0.03304417938806604,0.06954047485930184,0.07193589210510254
28,0.035213470458984375,0.0,0.019023914426863495,0.06813685623119194,0.07082366943359375
29,0.04648256301879883,0.0,0.03699206347449845,0.10423662980204423,0.12463092803955078
30,0.035213470458984375,0.0,0.016855070063817076,0.09771612532832945,0.0656130313873291
31,0.035213470458984375,0.0,0.01982243109641802,0.060775194119576416,0.06330251693725586
