,0
0,0.10664657625422459
1,0.12000715136840409
2,0.11828595446576518
3,0.10339125524958004
4,0.1015923679577348
5,0.09571714741287503
6,0.09577509905418381
7,0.07030937521181307
8,0.06225791899360182
9,0.06996590415013665
10,0.05708712647261341
11,0.049822020796672556
12,0.060580209442810694
13,0.037818585328416886
14,0.03265165512382688
15,0.10230970900047155
16,0.09546671101391033
17,0.08313080350211233
18,0.10167203656837766
19,0.07686621876582833
20,0.08642039551300919
21,0.08699886777571239
22,0.0719732690935744
23,0.06093212650959066
24,0.051727209113985664
25,0.04695850232477715
26,0.05033103463024413
27,0.034906154534588396
28,0.04071285523443075
29,0.04478153463059541
30,0.03766907763757181
31,0.11628405014345383
32,0.10056531987971928
33,0.1117034528827825
34,0.10324856054022821
35,0.10044305151422184
36,0.09968742903272118
37,0.0912530364119017
38,0.07014921360170984
39,0.06439764288256042
40,0.06395996942775359
41,0.06831125739401259
42,0.06377734329520701
43,0.04892496618564706
44,0.05483196025966713
45,0.0574440672150591
46,0.04519819285125379
47,0.047762366273384635
48,0.11431403711533497
49,0.11621443056069336
50,0.0893206321895676
51,0.08558624048177688
52,0.07813820799992326
53,0.08602740667247213
54,0.08600929408427323
55,0.08185562888107209
56,0.05971424427461191
57,0.06055610675845533
58,0.06314371020126025
59,0.0560348971922465
60,0.04369080395380744
61,0.04195540229449796
62,0.039266995881943864
63,0.032219491505815746
64,0.12856452887416048
65,0.12225042524150873
66,0.09284232276825903
67,0.09329274252070342
68,0.0869645840242746
69,0.0797479343768735
70,0.08929222148710365
71,0.07428019981595184
72,0.06886373553069945
73,0.08229920395696896
74,0.06900038347191742
75,0.07150305116097183
76,0.04584079526124529
77,0.058606042566728814
78,0.04946956656709331
79,0.05706621221842057
80,0.036100357521805196
81,0.12083597578522032
82,0.09502063326172407
83,0.10372864012081776
84,0.08485470545453089
85,0.07860594013735892
86,0.07840789379102528
87,0.07337579584952023
88,0.081766798193154
89,0.0836436513686672
90,0.06135850932503793
91,0.06690671574192171
92,0.05472384542161694
93,0.042980231463968684
94,0.06025548641506323
95,0.058600831580432305
96,0.04477749827497719
97,0.025124061355659012
98,0.09906904973262534
99,0.08838055426100792
100,0.10349269283372434
101,0.07712535072286425
102,0.07651468832821738
103,0.06695877036355821
104,0.08214405737884473
105,0.07984573914998408
106,0.06423317115553025
107,0.0657076431049925
108,0.0542003865359049
109,0.04630579761405683
110,0.04206586405394461
111,0.037985474156721634
112,0.03759033027450018
113,0.1299682802362097
114,0.12809978479010684
115,0.11904815781368261
116,0.09687210859683387
117,0.11251464341474948
118,0.09231445019246626
119,0.08833882020313627
120,0.07605121549344017
121,0.09472235590690162
122,0.06064088205107211
123,0.06259138600402799
124,0.05980600260217289
125,0.05991853938848521
126,0.05451825454493756
127,0.05916361629492584
128,0.03270699580558305
129,0.033426082459265274
130,0.03870244767989192
131,0.0944218429804492
132,0.10901470618465296
133,0.08274482605009928
134,0.07782081726719502
135,0.08399460007317991
136,0.06782773871164256
137,0.06421335571109692
138,0.08025471793913379
139,0.053757152345675886
140,0.055490409717176746
141,0.05951687356913361
142,0.062169607547797136
143,0.047073960092757425
144,0.04001424514341479
145,0.03400047618291452
146,0.03007921541245335
147,0.11567402867452761
148,0.09404073884351448
149,0.09257480728497586
150,0.0799585546600944
151,0.07703651046920268
152,0.07934686084742232
153,0.07027947255552129
154,0.07302422965091725
155,0.060430879586520075
156,0.05883299071511412
157,0.05453037978855316
158,0.041972190901701095
159,0.037139415981129006
160,0.036512172614097796
161,0.04079004156850941
162,0.04164205510387335
163,0.12268991658137321
164,0.11492005804217231
165,0.09668427488595452
166,0.11319532939993793
167,0.08954153462935005
168,0.08182278780022666
169,0.1020533766516426
170,0.07465501315962456
171,0.06769160097948496
172,0.07012984865938665
173,0.08076501897178356
174,0.05967617842484584
175,0.05486995463986821
176,0.04479948721747115
177,0.0429975484098589
178,0.037003530702364035
179,0.05020690988760805
180,0.027592456589835435
181,0.09980204085345937
182,0.09643933060605346
183,0.09118500056813147
184,0.07912511960696575
185,0.0762634402302676
186,0.07843541383396278
187,0.07142492268573787
188,0.05665427866820186
189,0.07120158270504479
190,0.05846307869698228
191,0.05118458284141042
192,0.049840617205246164
193,0.055928527385082596
194,0.03936785825952071
195,0.027190730294847892
196,0.09881080530715466
197,0.10702959012353436
198,0.08726195248055753
199,0.09348878823784172
200,0.0722665156009297
201,0.08035053463746641
202,0.062490630320231465
203,0.058546556526589785
204,0.07824505057818001
205,0.06006173235039047
206,0.06255462411049777
207,0.05329090799328525
208,0.04284060839695314
209,0.04942395993915566
210,0.035079038131314286
211,0.03244811853746586
212,0.0951331944870184
213,0.09738522672099331
214,0.08430637299127122
215,0.07643260397745684
216,0.08774784066015948
217,0.07514896922263156
218,0.07088581769510373
219,0.06218332557264453
220,0.06618335135355294
221,0.052999363173582836
222,0.044797107417867174
223,0.05923160259391556
224,0.037919239491169605
225,0.0441070278232186
226,0.024941367838335386
227,0.030720106920122628
228,0.10100102140202963
229,0.08821704679370974
230,0.0862687975647567
231,0.08374193419729327
232,0.07983699137067853
233,0.09572860212365517
234,0.06611100878213874
235,0.08334319750220945
236,0.06837454170055536
237,0.06160247504858614
238,0.05634984955024447
239,0.06548741034454891
240,0.03699740849988306
241,0.050660874593978264
242,0.04833724229134298
243,0.026842191572991808
244,0.09335092079441626
245,0.10878700207223736
246,0.08524395330983696
247,0.08689181491890485
248,0.08304538728739612
249,0.0918585096843889
250,0.0786569486902016
251,0.06286840864088805
252,0.06245641173327625
253,0.07412013019295906
254,0.06376379028442325
255,0.06015332743457274
256,0.06058913963451182
257,0.04108011148706814
258,0.037559282386991924
259,0.037535912382049175
260,0.1377389215657237
261,0.12893135728429717
262,0.129210471324713
263,0.12055490843378917
264,0.11535836999750797
265,0.11016830669891771
266,0.0874133587991972
267,0.0896930883521875
268,0.10900416452995279
269,0.10619363164368811
270,0.0695839186553749
271,0.06650029474603744
272,0.08176003601822558
273,0.057295452848460306
274,0.079316858102837
275,0.05208934022456942
276,0.06678353494307768
277,0.05802968117286896
278,0.03278163535269108
279,0.05670768914368782
280,0.019942782137564816
281,0.121433379115361
282,0.1219424320771089
283,0.09257290299365686
284,0.0957926352274211
285,0.10219450621778989
286,0.09393395562670764
287,0.098528612533435
288,0.06969564417326861
289,0.08312471211764318
290,0.06906311726012918
291,0.06391298878383506
292,0.06961542352243567
293,0.04703764617267055
294,0.06807851671101553
295,0.049241410403952066
296,0.049918576684371885
297,0.028118383788532958
298,0.03000620445447488
299,0.10362916823250487
300,0.09050523174035921
301,0.10271299550807308
302,0.09627038996697285
303,0.07861671627091993
304,0.07942266486129733
305,0.06719788394416648
306,0.07088626916292863
307,0.06547990456373116
308,0.05293987911304139
309,0.06784633601989476
310,0.05358558772042663
311,0.04706542296636581
312,0.03862671249729853
313,0.029375067241548446
314,0.03323043783612696
315,0.16368075892250888
316,0.15841335913020307
317,0.15981829980543133
318,0.15320426333221632
319,0.13442758823763112
320,0.13667826931013033
321,0.1378151867031751
322,0.12628442459954134
323,0.09813499573040331
324,0.0938978388565959
325,0.11729953346703265
326,0.11388384883913506
327,0.0769550679374724
328,0.09929166999072367
329,0.062177671966450895
330,0.09265023032441215
331,0.08680215877836862
332,0.08802183858339999
333,0.04594554686209515
334,0.03772877054828949
335,0.07215513393231476
336,0.037052017067204276
337,0.05912786403249441
338,0.09483447624812905
339,0.08746753896180304
340,0.06629775275008803
341,0.07263113926328135
342,0.06934843685270455
343,0.060285749214217574
344,0.07994967801059844
345,0.07823448719356715
346,0.06103081098608961
347,0.047796048036307576
348,0.050955430702902774
349,0.042507807248551924
350,0.05592658716727936
351,0.039889606451263215
352,0.024532659764518547
353,0.08901168400465582
354,0.11136755888653149
355,0.0931311756117774
356,0.09470420410351638
357,0.06971219287734248
358,0.09342295653460801
359,0.06247680484681328
360,0.0826926095331614
361,0.07719338540806878
362,0.06856547083511662
363,0.04905260867575234
364,0.03789578888944269
365,0.04182804891072822
366,0.05110050195460672
367,0.05124769120817032
368,0.10103895637928592
369,0.09324446761270558
370,0.09134231056137651
371,0.0726045997556764
372,0.0960797870124899
373,0.07965455540583731
374,0.06621792675562088
375,0.0775110488074858
376,0.05293398553658133
377,0.057550730156702326
378,0.059420710226336576
379,0.04859070728932316
380,0.05461220934769537
381,0.03085538775410217
382,0.0323351380924253
383,0.031288415428115404
384,0.09905676234329434
385,0.09757818917539729
386,0.08997742746177977
387,0.07722584817737954
388,0.08000354945622593
389,0.08290506189872965
390,0.06833155024943902
391,0.06574226013491791
392,0.06953899901769989
393,0.06627398068181245
394,0.05624610765430256
395,0.039101441349034635
396,0.036569555499355685
397,0.04870602906602594
398,0.036100658359650845
399,0.02737709659883364
400,0.11534382662019724
401,0.10921564211979906
402,0.09913743885697149
403,0.11224314313203317
404,0.10788936399649798
405,0.10090011606030982
406,0.08407944362261684
407,0.08683311353334514
408,0.08759822103502285
409,0.05705664340462105
410,0.07259949193244655
411,0.05700096315740301
412,0.052025305081493
413,0.04278069353570459
414,0.053557960869745846
415,0.03057819233943425
416,0.051645911474739375
417,0.12347192169559267
418,0.10289358017703004
419,0.07930934146389443
420,0.08174391897183528
421,0.1046769176603578
422,0.07898790079214954
423,0.1004294078688927
424,0.07185173352783958
425,0.06335396616046435
426,0.05724862477224146
427,0.08011330225170732
428,0.06557348895015556
429,0.04747101748835784
430,0.05129062650192706
431,0.04348982631195872
432,0.04432826525656039
433,0.04619532289303783
434,0.03530348568285221
435,0.043083366009260035
436,0.048994270605966415
437,0.11670636301362411
438,0.0952290890335737
439,0.10826251737217849
440,0.10608563790384462
441,0.0890305264504402
442,0.10536028507250472
443,0.07171284691418585
444,0.07154341240055281
445,0.07484229299585993
446,0.06337568539194925
447,0.08051474902862649
448,0.0748548562534695
449,0.051970693559148545
450,0.049215412838583335
451,0.07476751089334048
452,0.050836536217269204
453,0.05905764013572297
454,0.04357348388008185
455,0.0608550856044163
456,0.05449667064844109
457,0.047362046389205575
458,0.04028210699623179
459,0.09209635502287655
460,0.08974449183501902
461,0.11080463666045665
462,0.08598493147832673
463,0.07732212560210487
464,0.08007149676512232
465,0.06796892579188042
466,0.07764807465557234
467,0.061087606852883086
468,0.05985584480825029
469,0.05331387199056149
470,0.07214043602390473
471,0.0493740261288835
472,0.04331116602785287
473,0.047033216033991285
474,0.057320974207433976
475,0.06148132711957144
476,0.05218670857505767
477,0.029821440777723862
478,0.036318201327568925
479,0.09969208716151172
480,0.10556318830794888
481,0.08773422961014868
482,0.10110570642800214
483,0.08180886605857275
484,0.07560795432947408
485,0.06957818136400591
486,0.08727679391564265
487,0.07247736261667935
488,0.08220346486571134
489,0.08738792746579799
490,0.05740500898360741
491,0.08288242002061169
492,0.07327511048383961
493,0.047922067213245774
494,0.04069825147377584
495,0.06181488882629001
496,0.0353780390428811
497,0.04780566916776174
498,0.03063966111414019
499,0.024319298466773432
500,0.09805815120702335
501,0.0941421494070003
502,0.10023482053303676
503,0.11049735445945794
504,0.07328932471822808
505,0.09405670932400137
506,0.07165126839658692
507,0.08606523348939457
508,0.07070600680321597
509,0.06058988312515623
510,0.06061146846383299
511,0.07512258236936566
512,0.05054674028905211
513,0.060790603210646735
514,0.048382801498048925
515,0.04705123885855188
516,0.04373039252724307
517,0.031831490308300806
518,0.05807937703850515
519,0.029930565169203546
520,0.03819448334637913
521,0.09814640046997135
522,0.11314682377542518
523,0.08883431125679708
524,0.10736792460224029
525,0.09925100041284755
526,0.07476667468640691
